"Person"	 "Item"	 "Problem"	 "Y"	 "Y.sub1"	 "Y.sub2"	 "Y.sub3"	 "Y.sub4"	 "Y.sub5"	 "Y.sub6"	 "Items"
374	 17	 5	 1	 1	 4	 4	 2	 3	 0	 "Item_17"
375	 17	 5	 1	 1	 1	 2	 1	 1	 0	 "Item_17"
376	 17	 5	 0	 0	 3	 3	 3	 2	 0	 "Item_17"
377	 17	 5	 0	 0	 1	 2	 3	 2	 1	 "Item_17"
378	 17	 5	 0	 1	 2	 2	 2	 3	 1	 "Item_17"
379	 17	 5	 0	 0	 1	 0	 0	 0	 1	 "Item_17"
380	 17	 5	 1	 0	 2	 2	 3	 3	 1	 "Item_17"
381	 17	 5	 0	 0	 0	 1	 0	 0	 1	 "Item_17"
382	 17	 5	 0	 1	 2	 2	 1	 1	 0	 "Item_17"
383	 17	 5	 0	 3	 2	 4	 4	 2	 0	 "Item_17"
384	 17	 5	 1	 1	 4	 3	 4	 4	 1	 "Item_17"
385	 17	 5	 0	 0	 1	 0	 0	 1	 0	 "Item_17"
386	 17	 5	 0	 0	 2	 1	 2	 0	 0	 "Item_17"
387	 17	 5	 1	 2	 4	 3	 4	 4	 0	 "Item_17"
388	 17	 5	 1	 2	 4	 3	 3	 2	 0	 "Item_17"
389	 17	 5	 0	 1	 1	 0	 2	 1	 1	 "Item_17"
390	 17	 5	 1	 3	 4	 3	 2	 4	 1	 "Item_17"
391	 17	 5	 1	 0	 3	 3	 3	 4	 0	 "Item_17"
392	 17	 5	 1	 3	 4	 2	 2	 2	 0	 "Item_17"
393	 17	 5	 0	 0	 2	 3	 1	 2	 1	 "Item_17"
394	 17	 5	 0	 0	 2	 2	 3	 1	 1	 "Item_17"
395	 17	 5	 0	 1	 3	 3	 1	 1	 1	 "Item_17"
396	 17	 5	 1	 1	 3	 3	 4	 4	 0	 "Item_17"
397	 17	 5	 1	 1	 3	 2	 2	 1	 1	 "Item_17"
398	 17	 5	 0	 0	 1	 1	 0	 0	 0	 "Item_17"
399	 17	 5	 0	 0	 1	 1	 2	 2	 1	 "Item_17"
400	 17	 5	 0	 0	 2	 2	 1	 1	 0	 "Item_17"
401	 17	 5	 1	 2	 4	 4	 4	 3	 1	 "Item_17"
402	 17	 5	 1	 0	 1	 2	 1	 2	 0	 "Item_17"
403	 17	 5	 1	 2	 3	 3	 3	 3	 1	 "Item_17"
404	 17	 5	 0	 1	 3	 2	 3	 3	 1	 "Item_17"
405	 17	 5	 1	 2	 4	 3	 4	 4	 0	 "Item_17"
406	 17	 5	 0	 0	 1	 3	 2	 1	 1	 "Item_17"
407	 17	 5	 1	 2	 3	 2	 3	 3	 1	 "Item_17"
408	 17	 5	 1	 1	 2	 2	 4	 3	 1	 "Item_17"
409	 17	 5	 1	 1	 2	 2	 2	 2	 1	 "Item_17"
410	 17	 5	 1	 1	 3	 2	 3	 3	 1	 "Item_17"
411	 17	 5	 1	 1	 3	 3	 4	 4	 0	 "Item_17"
412	 17	 5	 0	 0	 1	 0	 0	 0	 1	 "Item_17"
413	 17	 5	 1	 2	 2	 2	 2	 3	 0	 "Item_17"
414	 17	 5	 0	 0	 1	 0	 0	 0	 0	 "Item_17"
415	 17	 5	 1	 2	 3	 3	 3	 3	 0	 "Item_17"
416	 17	 5	 0	 0	 3	 2	 2	 2	 1	 "Item_17"
417	 17	 5	 0	 2	 2	 1	 4	 3	 0	 "Item_17"
418	 17	 5	 1	 1	 3	 3	 3	 3	 0	 "Item_17"
419	 17	 5	 1	 0	 1	 1	 3	 2	 0	 "Item_17"
420	 17	 5	 0	 0	 0	 2	 1	 1	 1	 "Item_17"
421	 17	 5	 1	 1	 2	 1	 2	 2	 0	 "Item_17"
422	 17	 5	 1	 2	 4	 3	 3	 4	 0	 "Item_17"
423	 17	 5	 1	 0	 2	 2	 2	 2	 0	 "Item_17"
424	 17	 5	 0	 0	 1	 1	 1	 1	 1	 "Item_17"
425	 17	 5	 1	 1	 2	 0	 2	 2	 1	 "Item_17"
426	 17	 5	 1	 2	 3	 2	 2	 1	 1	 "Item_17"
427	 17	 5	 1	 3	 4	 4	 4	 4	 1	 "Item_17"
428	 17	 5	 1	 0	 3	 2	 1	 2	 0	 "Item_17"
429	 17	 5	 1	 2	 4	 3	 4	 3	 1	 "Item_17"
430	 17	 5	 0	 0	 3	 2	 2	 1	 0	 "Item_17"
431	 17	 5	 1	 0	 1	 1	 3	 3	 0	 "Item_17"
432	 17	 5	 0	 1	 1	 2	 2	 1	 0	 "Item_17"
433	 17	 5	 1	 3	 3	 4	 4	 3	 1	 "Item_17"
434	 17	 5	 1	 0	 1	 1	 0	 1	 1	 "Item_17"
435	 17	 5	 1	 3	 4	 3	 3	 1	 0	 "Item_17"
436	 17	 5	 0	 0	 1	 0	 0	 1	 1	 "Item_17"
437	 17	 5	 1	 1	 4	 3	 3	 3	 0	 "Item_17"
438	 17	 5	 0	 0	 2	 2	 1	 1	 0	 "Item_17"
439	 17	 5	 1	 1	 4	 2	 2	 2	 1	 "Item_17"
440	 17	 5	 1	 2	 3	 4	 4	 4	 0	 "Item_17"
441	 17	 5	 1	 0	 4	 2	 3	 3	 0	 "Item_17"
442	 17	 5	 1	 0	 2	 3	 2	 3	 0	 "Item_17"
443	 17	 5	 1	 1	 2	 0	 0	 2	 1	 "Item_17"
444	 17	 5	 1	 1	 2	 2	 1	 2	 0	 "Item_17"
445	 17	 5	 1	 2	 4	 3	 4	 2	 1	 "Item_17"
446	 17	 5	 1	 0	 2	 2	 2	 2	 1	 "Item_17"
447	 17	 5	 1	 2	 4	 2	 2	 3	 0	 "Item_17"
448	 17	 5	 0	 1	 4	 1	 3	 2	 0	 "Item_17"
449	 17	 5	 1	 1	 3	 2	 3	 3	 0	 "Item_17"
450	 17	 5	 1	 1	 2	 2	 1	 2	 1	 "Item_17"
451	 17	 5	 1	 1	 2	 3	 3	 3	 0	 "Item_17"
452	 17	 5	 1	 2	 1	 3	 4	 4	 0	 "Item_17"
453	 17	 5	 1	 1	 4	 3	 4	 4	 0	 "Item_17"
454	 17	 5	 0	 0	 2	 2	 2	 1	 0	 "Item_17"
455	 17	 5	 1	 1	 3	 3	 4	 3	 0	 "Item_17"
456	 17	 5	 0	 0	 2	 2	 2	 0	 0	 "Item_17"
457	 17	 5	 1	 2	 4	 3	 3	 3	 1	 "Item_17"
458	 17	 5	 1	 1	 4	 2	 4	 3	 1	 "Item_17"
459	 17	 5	 1	 2	 3	 3	 3	 3	 0	 "Item_17"
460	 17	 5	 0	 1	 2	 1	 2	 1	 1	 "Item_17"
461	 17	 5	 1	 1	 1	 1	 3	 2	 1	 "Item_17"
462	 17	 5	 0	 0	 2	 2	 3	 1	 1	 "Item_17"
463	 17	 5	 1	 1	 4	 2	 2	 4	 1	 "Item_17"
464	 17	 5	 1	 2	 4	 3	 4	 4	 0	 "Item_17"
465	 17	 5	 1	 1	 2	 3	 2	 2	 0	 "Item_17"
466	 17	 5	 0	 0	 0	 0	 1	 1	 1	 "Item_17"
467	 17	 5	 0	 1	 2	 2	 2	 2	 1	 "Item_17"
468	 17	 5	 0	 0	 0	 1	 1	 1	 1	 "Item_17"
469	 17	 5	 1	 1	 1	 2	 2	 2	 1	 "Item_17"
470	 17	 5	 0	 1	 3	 3	 1	 1	 1	 "Item_17"
471	 17	 5	 1	 3	 4	 3	 3	 2	 1	 "Item_17"
472	 17	 5	 1	 1	 3	 3	 4	 2	 1	 "Item_17"
473	 17	 5	 1	 1	 3	 1	 1	 4	 1	 "Item_17"
474	 17	 5	 0	 0	 3	 2	 3	 1	 0	 "Item_17"
475	 17	 5	 0	 0	 0	 2	 1	 2	 1	 "Item_17"
476	 17	 5	 1	 1	 2	 3	 3	 4	 0	 "Item_17"
477	 17	 5	 1	 2	 2	 2	 2	 3	 0	 "Item_17"
478	 17	 5	 0	 1	 4	 0	 4	 1	 0	 "Item_17"
479	 17	 5	 1	 2	 4	 3	 4	 3	 1	 "Item_17"
480	 17	 5	 0	 0	 1	 1	 1	 1	 0	 "Item_17"
481	 17	 5	 0	 0	 1	 0	 1	 0	 0	 "Item_17"
482	 17	 5	 1	 2	 4	 3	 3	 4	 1	 "Item_17"
483	 17	 5	 1	 1	 3	 3	 3	 4	 0	 "Item_17"
484	 17	 5	 0	 1	 1	 3	 2	 1	 0	 "Item_17"
485	 17	 5	 1	 1	 4	 3	 4	 3	 0	 "Item_17"
486	 17	 5	 1	 2	 4	 2	 3	 3	 0	 "Item_17"
487	 17	 5	 1	 1	 3	 3	 3	 4	 1	 "Item_17"
488	 17	 5	 1	 2	 4	 3	 3	 3	 0	 "Item_17"
489	 17	 5	 1	 2	 3	 2	 4	 3	 0	 "Item_17"
490	 17	 5	 0	 0	 0	 1	 2	 1	 0	 "Item_17"
491	 17	 5	 1	 3	 4	 2	 4	 4	 1	 "Item_17"
492	 17	 5	 1	 2	 3	 1	 3	 3	 1	 "Item_17"
493	 17	 5	 1	 0	 2	 1	 1	 2	 0	 "Item_17"
494	 17	 5	 1	 0	 3	 2	 2	 2	 0	 "Item_17"
495	 17	 5	 1	 3	 4	 3	 4	 3	 1	 "Item_17"
496	 17	 5	 0	 0	 2	 2	 3	 2	 1	 "Item_17"
497	 17	 5	 1	 0	 1	 1	 1	 2	 1	 "Item_17"
498	 17	 5	 1	 0	 1	 0	 0	 2	 0	 "Item_17"
499	 17	 5	 1	 1	 2	 3	 1	 2	 1	 "Item_17"
500	 17	 5	 1	 0	 1	 0	 2	 1	 0	 "Item_17"
1	 10	 3	 0	 0	 1	 0	 3	 2	 1	 "Item_10"
2	 10	 3	 1	 2	 3	 2	 3	 3	 0	 "Item_10"
3	 10	 3	 1	 0	 1	 2	 2	 0	 0	 "Item_10"
4	 10	 3	 0	 1	 4	 2	 4	 3	 0	 "Item_10"
5	 10	 3	 1	 1	 4	 2	 2	 3	 0	 "Item_10"
6	 10	 3	 1	 0	 3	 2	 2	 1	 0	 "Item_10"
7	 10	 3	 1	 1	 4	 3	 2	 1	 1	 "Item_10"
8	 10	 3	 1	 1	 3	 3	 3	 1	 0	 "Item_10"
9	 10	 3	 1	 1	 2	 3	 4	 1	 0	 "Item_10"
10	 10	 3	 0	 1	 1	 0	 4	 2	 0	 "Item_10"
11	 10	 3	 1	 2	 1	 3	 2	 3	 0	 "Item_10"
12	 10	 3	 1	 1	 2	 1	 3	 2	 0	 "Item_10"
13	 10	 3	 1	 2	 4	 3	 4	 4	 1	 "Item_10"
14	 10	 3	 1	 3	 3	 3	 4	 4	 0	 "Item_10"
15	 10	 3	 1	 1	 4	 2	 4	 4	 1	 "Item_10"
16	 10	 3	 1	 1	 3	 4	 4	 3	 1	 "Item_10"
17	 10	 3	 1	 0	 3	 3	 2	 3	 0	 "Item_10"
18	 10	 3	 1	 2	 4	 3	 3	 3	 1	 "Item_10"
19	 10	 3	 1	 2	 2	 3	 1	 3	 1	 "Item_10"
20	 10	 3	 1	 1	 3	 2	 3	 3	 0	 "Item_10"
21	 10	 3	 1	 0	 3	 3	 2	 2	 1	 "Item_10"
22	 10	 3	 1	 1	 1	 2	 3	 1	 1	 "Item_10"
23	 10	 3	 1	 1	 1	 3	 0	 2	 0	 "Item_10"
24	 10	 3	 0	 0	 0	 0	 2	 2	 0	 "Item_10"
25	 10	 3	 1	 2	 3	 3	 3	 4	 1	 "Item_10"
26	 10	 3	 1	 1	 4	 2	 3	 2	 0	 "Item_10"
27	 10	 3	 0	 0	 2	 2	 2	 1	 1	 "Item_10"
28	 10	 3	 0	 1	 3	 2	 3	 2	 0	 "Item_10"
29	 10	 3	 1	 0	 4	 3	 1	 3	 1	 "Item_10"
30	 10	 3	 1	 2	 4	 4	 4	 4	 1	 "Item_10"
31	 10	 3	 1	 1	 4	 3	 2	 2	 1	 "Item_10"
32	 10	 3	 1	 2	 2	 3	 3	 2	 1	 "Item_10"
33	 10	 3	 1	 0	 4	 2	 2	 3	 0	 "Item_10"
34	 10	 3	 0	 0	 3	 1	 3	 2	 1	 "Item_10"
35	 10	 3	 1	 1	 1	 3	 3	 4	 0	 "Item_10"
36	 10	 3	 1	 0	 2	 2	 3	 1	 1	 "Item_10"
37	 10	 3	 1	 1	 2	 2	 1	 2	 1	 "Item_10"
38	 10	 3	 1	 2	 4	 3	 4	 3	 0	 "Item_10"
39	 10	 3	 1	 1	 3	 2	 3	 2	 0	 "Item_10"
40	 10	 3	 1	 1	 4	 2	 3	 4	 1	 "Item_10"
41	 10	 3	 1	 4	 4	 4	 4	 4	 0	 "Item_10"
42	 10	 3	 1	 2	 2	 2	 3	 4	 0	 "Item_10"
43	 10	 3	 0	 0	 2	 0	 2	 2	 0	 "Item_10"
44	 10	 3	 1	 1	 2	 1	 3	 1	 0	 "Item_10"
45	 10	 3	 1	 0	 3	 2	 2	 3	 1	 "Item_10"
46	 10	 3	 1	 2	 4	 3	 4	 3	 0	 "Item_10"
47	 10	 3	 1	 0	 3	 2	 2	 1	 0	 "Item_10"
48	 10	 3	 1	 1	 3	 3	 4	 4	 0	 "Item_10"
49	 10	 3	 0	 0	 0	 0	 0	 1	 0	 "Item_10"
50	 10	 3	 1	 0	 3	 1	 1	 1	 0	 "Item_10"
51	 10	 3	 1	 1	 3	 3	 4	 3	 0	 "Item_10"
52	 10	 3	 1	 1	 4	 3	 4	 3	 0	 "Item_10"
53	 10	 3	 1	 0	 4	 1	 2	 1	 1	 "Item_10"
54	 10	 3	 1	 1	 3	 2	 4	 3	 0	 "Item_10"
55	 10	 3	 0	 0	 1	 0	 0	 1	 1	 "Item_10"
56	 10	 3	 0	 1	 2	 1	 2	 2	 0	 "Item_10"
57	 10	 3	 0	 0	 1	 0	 1	 1	 1	 "Item_10"
58	 10	 3	 0	 0	 1	 2	 0	 2	 0	 "Item_10"
59	 10	 3	 1	 2	 4	 3	 4	 2	 1	 "Item_10"
60	 10	 3	 1	 3	 4	 4	 4	 4	 1	 "Item_10"
61	 10	 3	 1	 1	 3	 2	 2	 2	 1	 "Item_10"
62	 10	 3	 1	 0	 1	 2	 3	 2	 0	 "Item_10"
63	 10	 3	 0	 1	 1	 0	 1	 1	 1	 "Item_10"
64	 10	 3	 1	 4	 4	 4	 4	 4	 0	 "Item_10"
65	 10	 3	 0	 1	 2	 1	 2	 0	 1	 "Item_10"
66	 10	 3	 1	 1	 1	 1	 3	 2	 1	 "Item_10"
67	 10	 3	 1	 2	 4	 4	 4	 4	 0	 "Item_10"
68	 10	 3	 0	 0	 1	 2	 1	 2	 0	 "Item_10"
69	 10	 3	 0	 0	 1	 0	 1	 1	 0	 "Item_10"
70	 10	 3	 0	 0	 2	 1	 1	 1	 1	 "Item_10"
71	 10	 3	 1	 0	 3	 2	 4	 1	 0	 "Item_10"
72	 10	 3	 1	 2	 2	 2	 3	 2	 0	 "Item_10"
73	 10	 3	 1	 0	 2	 3	 2	 1	 1	 "Item_10"
74	 10	 3	 1	 1	 2	 3	 3	 2	 0	 "Item_10"
75	 10	 3	 1	 0	 0	 3	 1	 2	 0	 "Item_10"
76	 10	 3	 1	 1	 2	 2	 2	 2	 0	 "Item_10"
77	 10	 3	 1	 1	 4	 1	 1	 2	 0	 "Item_10"
78	 10	 3	 1	 1	 4	 2	 3	 3	 0	 "Item_10"
79	 10	 3	 0	 0	 1	 0	 1	 1	 0	 "Item_10"
80	 10	 3	 1	 1	 2	 3	 3	 4	 0	 "Item_10"
81	 10	 3	 1	 0	 1	 2	 2	 1	 1	 "Item_10"
82	 10	 3	 0	 0	 1	 0	 0	 1	 1	 "Item_10"
83	 10	 3	 0	 0	 2	 2	 3	 1	 1	 "Item_10"
84	 10	 3	 0	 0	 1	 2	 1	 0	 1	 "Item_10"
85	 10	 3	 1	 1	 4	 4	 3	 3	 1	 "Item_10"
86	 10	 3	 0	 0	 0	 0	 0	 2	 0	 "Item_10"
87	 10	 3	 0	 1	 2	 2	 1	 2	 0	 "Item_10"
88	 10	 3	 1	 1	 2	 3	 3	 3	 0	 "Item_10"
89	 10	 3	 1	 0	 1	 2	 0	 1	 0	 "Item_10"
90	 10	 3	 1	 1	 1	 2	 2	 1	 1	 "Item_10"
91	 10	 3	 1	 2	 4	 4	 4	 4	 0	 "Item_10"
92	 10	 3	 1	 0	 1	 2	 2	 2	 0	 "Item_10"
93	 10	 3	 0	 1	 4	 2	 3	 3	 0	 "Item_10"
94	 10	 3	 1	 2	 4	 3	 4	 4	 1	 "Item_10"
95	 10	 3	 1	 0	 2	 2	 2	 1	 0	 "Item_10"
96	 10	 3	 0	 1	 2	 2	 4	 3	 0	 "Item_10"
97	 10	 3	 1	 3	 4	 3	 4	 4	 1	 "Item_10"
98	 10	 3	 0	 2	 3	 2	 2	 1	 0	 "Item_10"
99	 10	 3	 1	 0	 3	 2	 2	 3	 0	 "Item_10"
100	 10	 3	 1	 1	 4	 3	 3	 3	 0	 "Item_10"
101	 10	 3	 1	 0	 2	 2	 2	 1	 0	 "Item_10"
102	 10	 3	 1	 2	 4	 3	 3	 3	 1	 "Item_10"
103	 10	 3	 1	 0	 2	 2	 3	 2	 0	 "Item_10"
104	 10	 3	 1	 0	 2	 2	 2	 2	 1	 "Item_10"
105	 10	 3	 1	 1	 4	 3	 4	 3	 0	 "Item_10"
106	 10	 3	 1	 0	 3	 3	 2	 2	 0	 "Item_10"
107	 10	 3	 0	 0	 1	 1	 1	 2	 1	 "Item_10"
108	 10	 3	 1	 2	 2	 4	 4	 4	 1	 "Item_10"
109	 10	 3	 1	 1	 1	 3	 1	 3	 1	 "Item_10"
110	 10	 3	 1	 2	 3	 3	 2	 3	 0	 "Item_10"
111	 10	 3	 1	 0	 3	 2	 1	 2	 1	 "Item_10"
112	 10	 3	 1	 1	 2	 3	 2	 2	 0	 "Item_10"
113	 10	 3	 1	 0	 1	 3	 3	 3	 1	 "Item_10"
114	 10	 3	 1	 1	 3	 3	 4	 3	 1	 "Item_10"
115	 10	 3	 0	 0	 2	 2	 1	 2	 1	 "Item_10"
116	 10	 3	 0	 1	 2	 1	 1	 2	 1	 "Item_10"
117	 10	 3	 1	 4	 4	 4	 4	 4	 1	 "Item_10"
118	 10	 3	 1	 1	 3	 2	 1	 3	 1	 "Item_10"
119	 10	 3	 1	 2	 4	 3	 4	 2	 1	 "Item_10"
120	 10	 3	 1	 1	 1	 3	 3	 2	 1	 "Item_10"
121	 10	 3	 1	 2	 4	 4	 4	 4	 0	 "Item_10"
122	 10	 3	 1	 1	 1	 3	 1	 1	 0	 "Item_10"
123	 10	 3	 1	 0	 1	 2	 2	 1	 0	 "Item_10"
124	 10	 3	 1	 0	 1	 3	 3	 1	 0	 "Item_10"
125	 10	 3	 0	 0	 1	 0	 0	 0	 0	 "Item_10"
126	 10	 3	 1	 1	 2	 3	 3	 2	 0	 "Item_10"
127	 10	 3	 1	 3	 4	 3	 4	 3	 1	 "Item_10"
128	 10	 3	 1	 0	 2	 3	 3	 1	 0	 "Item_10"
129	 10	 3	 1	 1	 2	 2	 1	 1	 1	 "Item_10"
130	 10	 3	 0	 0	 2	 1	 1	 0	 0	 "Item_10"
131	 10	 3	 1	 1	 3	 3	 4	 2	 0	 "Item_10"
132	 10	 3	 1	 1	 3	 3	 4	 2	 0	 "Item_10"
133	 10	 3	 1	 1	 0	 2	 3	 1	 1	 "Item_10"
134	 10	 3	 1	 0	 3	 3	 4	 4	 0	 "Item_10"
135	 10	 3	 1	 1	 2	 3	 4	 2	 1	 "Item_10"
136	 10	 3	 1	 0	 1	 2	 1	 1	 0	 "Item_10"
137	 10	 3	 0	 1	 1	 1	 4	 1	 0	 "Item_10"
138	 10	 3	 1	 2	 2	 1	 0	 2	 0	 "Item_10"
139	 10	 3	 1	 2	 3	 3	 4	 3	 1	 "Item_10"
140	 10	 3	 0	 0	 0	 0	 0	 0	 0	 "Item_10"
141	 10	 3	 0	 0	 1	 1	 1	 2	 0	 "Item_10"
142	 10	 3	 1	 1	 1	 2	 2	 1	 0	 "Item_10"
143	 10	 3	 1	 1	 4	 3	 1	 2	 1	 "Item_10"
144	 10	 3	 1	 1	 4	 4	 4	 3	 1	 "Item_10"
145	 10	 3	 1	 2	 4	 3	 4	 3	 1	 "Item_10"
146	 10	 3	 1	 2	 3	 4	 3	 4	 0	 "Item_10"
147	 10	 3	 0	 1	 2	 1	 3	 1	 1	 "Item_10"
148	 10	 3	 1	 0	 2	 3	 1	 2	 1	 "Item_10"
149	 10	 3	 1	 1	 2	 3	 2	 1	 0	 "Item_10"
150	 10	 3	 1	 1	 1	 2	 0	 1	 0	 "Item_10"
151	 10	 3	 0	 0	 1	 0	 1	 0	 1	 "Item_10"
152	 10	 3	 0	 0	 1	 1	 0	 1	 1	 "Item_10"
153	 10	 3	 1	 0	 2	 2	 0	 0	 1	 "Item_10"
154	 10	 3	 1	 1	 2	 2	 2	 3	 0	 "Item_10"
155	 10	 3	 1	 0	 2	 3	 2	 2	 0	 "Item_10"
156	 10	 3	 1	 1	 3	 4	 4	 3	 0	 "Item_10"
157	 10	 3	 1	 1	 3	 3	 3	 2	 0	 "Item_10"
158	 10	 3	 1	 1	 2	 2	 2	 3	 1	 "Item_10"
159	 10	 3	 1	 0	 0	 2	 0	 0	 0	 "Item_10"
160	 10	 3	 0	 0	 2	 1	 0	 0	 1	 "Item_10"
161	 10	 3	 1	 1	 2	 2	 4	 3	 0	 "Item_10"
162	 10	 3	 0	 0	 1	 1	 0	 1	 0	 "Item_10"
163	 10	 3	 0	 0	 0	 0	 0	 0	 0	 "Item_10"
164	 10	 3	 1	 2	 4	 2	 3	 4	 1	 "Item_10"
165	 10	 3	 1	 1	 2	 3	 3	 3	 1	 "Item_10"
166	 10	 3	 0	 0	 1	 2	 2	 1	 1	 "Item_10"
167	 10	 3	 1	 1	 3	 3	 2	 3	 0	 "Item_10"
168	 10	 3	 0	 0	 1	 1	 1	 0	 1	 "Item_10"
169	 10	 3	 0	 0	 0	 0	 0	 1	 0	 "Item_10"
170	 10	 3	 1	 1	 3	 3	 0	 1	 1	 "Item_10"
171	 10	 3	 0	 0	 1	 0	 0	 1	 1	 "Item_10"
172	 10	 3	 0	 1	 2	 2	 1	 2	 0	 "Item_10"
173	 10	 3	 1	 1	 2	 3	 3	 3	 0	 "Item_10"
174	 10	 3	 0	 0	 1	 0	 1	 0	 0	 "Item_10"
175	 10	 3	 1	 2	 4	 3	 4	 3	 1	 "Item_10"
176	 10	 3	 0	 0	 0	 0	 0	 0	 0	 "Item_10"
177	 10	 3	 0	 0	 1	 0	 0	 0	 1	 "Item_10"
178	 10	 3	 1	 1	 1	 2	 3	 1	 1	 "Item_10"
179	 10	 3	 1	 3	 4	 3	 4	 3	 1	 "Item_10"
180	 10	 3	 1	 0	 3	 3	 3	 2	 0	 "Item_10"
181	 10	 3	 1	 3	 4	 4	 4	 4	 1	 "Item_10"
182	 10	 3	 1	 0	 1	 1	 2	 2	 1	 "Item_10"
183	 10	 3	 0	 0	 1	 0	 0	 3	 0	 "Item_10"
184	 10	 3	 1	 0	 1	 2	 0	 0	 1	 "Item_10"
185	 10	 3	 1	 0	 3	 3	 3	 3	 0	 "Item_10"
186	 10	 3	 1	 1	 3	 4	 4	 2	 1	 "Item_10"
187	 10	 3	 1	 3	 4	 4	 4	 4	 1	 "Item_10"
188	 10	 3	 1	 1	 1	 1	 3	 3	 1	 "Item_10"
189	 10	 3	 0	 1	 2	 2	 1	 2	 1	 "Item_10"
190	 10	 3	 1	 1	 3	 4	 4	 3	 1	 "Item_10"
191	 10	 3	 0	 0	 1	 0	 2	 1	 1	 "Item_10"
192	 10	 3	 1	 1	 2	 2	 1	 1	 0	 "Item_10"
193	 10	 3	 1	 0	 0	 2	 2	 1	 0	 "Item_10"
194	 10	 3	 1	 0	 1	 1	 0	 1	 0	 "Item_10"
195	 10	 3	 1	 1	 1	 1	 0	 0	 1	 "Item_10"
196	 10	 3	 1	 0	 1	 3	 2	 2	 0	 "Item_10"
197	 10	 3	 1	 0	 1	 2	 1	 1	 1	 "Item_10"
198	 10	 3	 1	 0	 4	 2	 1	 1	 1	 "Item_10"
199	 10	 3	 1	 0	 3	 3	 1	 1	 1	 "Item_10"
200	 10	 3	 1	 0	 3	 2	 1	 2	 1	 "Item_10"
201	 10	 3	 1	 2	 4	 3	 2	 3	 1	 "Item_10"
202	 10	 3	 0	 1	 3	 2	 0	 4	 1	 "Item_10"
203	 10	 3	 1	 0	 1	 3	 2	 3	 0	 "Item_10"
204	 10	 3	 1	 1	 3	 2	 2	 1	 0	 "Item_10"
205	 10	 3	 1	 1	 2	 2	 3	 2	 0	 "Item_10"
206	 10	 3	 1	 3	 4	 4	 4	 4	 1	 "Item_10"
207	 10	 3	 1	 1	 2	 2	 4	 1	 0	 "Item_10"
208	 10	 3	 0	 1	 2	 2	 2	 3	 0	 "Item_10"
209	 10	 3	 1	 2	 2	 2	 1	 2	 0	 "Item_10"
210	 10	 3	 0	 0	 2	 1	 3	 2	 0	 "Item_10"
211	 10	 3	 1	 3	 4	 3	 4	 3	 1	 "Item_10"
212	 10	 3	 1	 2	 3	 2	 4	 2	 1	 "Item_10"
213	 10	 3	 1	 1	 4	 3	 4	 3	 1	 "Item_10"
214	 10	 3	 1	 1	 4	 3	 4	 3	 1	 "Item_10"
215	 10	 3	 1	 0	 2	 3	 3	 2	 1	 "Item_10"
216	 10	 3	 1	 0	 1	 2	 2	 3	 1	 "Item_10"
217	 10	 3	 1	 2	 4	 3	 4	 3	 1	 "Item_10"
218	 10	 3	 1	 1	 1	 3	 2	 4	 1	 "Item_10"
219	 10	 3	 1	 1	 4	 3	 3	 3	 1	 "Item_10"
220	 10	 3	 1	 2	 4	 3	 3	 2	 0	 "Item_10"
221	 10	 3	 1	 1	 2	 2	 3	 3	 0	 "Item_10"
222	 10	 3	 1	 1	 4	 4	 3	 4	 0	 "Item_10"
223	 10	 3	 0	 0	 2	 0	 2	 1	 1	 "Item_10"
224	 10	 3	 1	 2	 3	 2	 1	 1	 0	 "Item_10"
225	 10	 3	 1	 3	 3	 4	 4	 3	 1	 "Item_10"
226	 10	 3	 1	 0	 4	 4	 1	 1	 1	 "Item_10"
227	 10	 3	 1	 1	 1	 3	 3	 1	 0	 "Item_10"
228	 10	 3	 1	 1	 3	 4	 2	 4	 0	 "Item_10"
229	 10	 3	 1	 0	 4	 4	 3	 4	 1	 "Item_10"
230	 10	 3	 1	 1	 3	 3	 4	 1	 1	 "Item_10"
231	 10	 3	 0	 0	 1	 0	 0	 0	 1	 "Item_10"
232	 10	 3	 1	 3	 4	 4	 4	 4	 1	 "Item_10"
233	 10	 3	 0	 0	 2	 2	 2	 2	 1	 "Item_10"
234	 10	 3	 1	 0	 1	 2	 0	 0	 1	 "Item_10"
235	 10	 3	 1	 0	 3	 2	 3	 3	 0	 "Item_10"
236	 10	 3	 1	 0	 1	 2	 2	 2	 0	 "Item_10"
237	 10	 3	 1	 0	 4	 1	 2	 3	 1	 "Item_10"
238	 10	 3	 1	 2	 4	 3	 4	 3	 0	 "Item_10"
239	 10	 3	 0	 0	 1	 1	 1	 2	 1	 "Item_10"
240	 10	 3	 1	 1	 3	 3	 3	 3	 0	 "Item_10"
241	 10	 3	 1	 1	 3	 3	 4	 3	 1	 "Item_10"
242	 10	 3	 1	 2	 2	 2	 2	 1	 0	 "Item_10"
243	 10	 3	 1	 0	 1	 2	 1	 1	 1	 "Item_10"
244	 10	 3	 0	 0	 1	 1	 2	 0	 0	 "Item_10"
245	 10	 3	 1	 1	 4	 3	 2	 4	 0	 "Item_10"
246	 10	 3	 1	 1	 4	 4	 4	 3	 1	 "Item_10"
247	 10	 3	 0	 0	 1	 0	 1	 0	 1	 "Item_10"
248	 10	 3	 1	 3	 4	 3	 4	 3	 0	 "Item_10"
